bank,review,rating,date,source,normalized_date
CBE,Amazing app,5,2025-03-31,Google Play,2025-03-31
CBE,our legitimate bank,4,2025-03-31,Google Play,2025-03-31
CBE,Ever and never seen this kind of app I proud my CBE,5,2025-03-31,Google Play,2025-03-31
CBE,very good and safe for me!,5,2025-03-31,Google Play,2025-03-31
CBE,it is best bank,5,2025-03-31,Google Play,2025-03-31
CBE,"very good, but sometimes....",4,2025-03-31,Google Play,2025-03-31
CBE,ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,Google Play,2025-03-31
CBE,Why not allowed to pay for fuel?,4,2025-03-31,Google Play,2025-03-31
CBE,Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,5,2025-03-31,Google Play,2025-03-31
CBE,ቆንጆ ነው,5,2025-03-31,Google Play,2025-03-31
CBE,Great version,5,2025-03-31,Google Play,2025-03-31
CBE,Good and easy to use,5,2025-03-31,Google Play,2025-03-31
CBE,nice app and fast money transfer,5,2025-03-31,Google Play,2025-03-31
CBE,Really automated...,5,2025-03-31,Google Play,2025-03-31
CBE,good App,5,2025-03-31,Google Play,2025-03-31
CBE,bek betam kelal,5,2025-03-31,Google Play,2025-03-31
CBE,ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,Google Play,2025-03-31
CBE,Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,Google Play,2025-03-31
CBE,"very good, keep it up",5,2025-03-31,Google Play,2025-03-31
CBE,there is some issue the process it delay,3,2025-03-31,Google Play,2025-03-31
CBE,what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,Google Play,2025-03-31
CBE,interesting,3,2025-03-30,Google Play,2025-03-30
CBE,simple&fast!!!,5,2025-03-30,Google Play,2025-03-30
CBE,it is very good app,5,2025-03-30,Google Play,2025-03-30
CBE,It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,Google Play,2025-03-30
CBE,Very God thanks,5,2025-03-30,Google Play,2025-03-30
CBE,The sum is good.,3,2025-03-30,Google Play,2025-03-30
CBE,best of bests,5,2025-03-30,Google Play,2025-03-30
CBE,am happy thank you CBE🫡,5,2025-03-30,Google Play,2025-03-30
CBE,it's very nice 👍.,5,2025-03-30,Google Play,2025-03-30
CBE,"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,Google Play,2025-03-30
CBE,Very good,5,2025-03-30,Google Play,2025-03-30
CBE,halan garidhaa cbe,5,2025-03-30,Google Play,2025-03-30
CBE,best apps for useing,5,2025-03-30,Google Play,2025-03-30
CBE,like it,5,2025-03-29,Google Play,2025-03-29
CBE,Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,Google Play,2025-03-29
CBE,l love it,5,2025-03-29,Google Play,2025-03-29
CBE,"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,Google Play,2025-03-29
CBE,in this update why screenshoot is disabled now it's not working,1,2025-03-28,Google Play,2025-03-28
CBE,"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,Google Play,2025-03-28
CBE,Excellent but needed upgrading!,5,2025-03-28,Google Play,2025-03-28
CBE,goods app!! pleace update this apps??,4,2025-03-28,Google Play,2025-03-28
CBE,"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",1,2025-03-27,Google Play,2025-03-27
CBE,Fantastic app! I appreciate it very much,5,2025-03-27,Google Play,2025-03-27
CBE,Convenient app,5,2025-03-27,Google Play,2025-03-27
CBE,Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1,2025-03-26,Google Play,2025-03-26
CBE,It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,1,2025-03-26,Google Play,2025-03-26
CBE,why why u remove screen shoot😡😡,2,2025-03-26,Google Play,2025-03-26
CBE,"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",1,2025-03-26,Google Play,2025-03-26
CBE,very nice one,5,2025-03-26,Google Play,2025-03-26
CBE,good application,5,2025-03-25,Google Play,2025-03-25
CBE,problem solver and the best fast app,5,2025-03-25,Google Play,2025-03-25
CBE,ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,5,2025-03-25,Google Play,2025-03-25
CBE,Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,Google Play,2025-03-25
CBE,you must added dark mode options ❗,3,2025-03-25,Google Play,2025-03-25
CBE,Thank you,5,2025-03-25,Google Play,2025-03-25
CBE,cbe,5,2025-03-25,Google Play,2025-03-25
CBE,ممتاز جدا جدا,5,2025-03-24,Google Play,2025-03-24
CBE,very nice and convenient app,5,2025-03-24,Google Play,2025-03-24
CBE,there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,Google Play,2025-03-24
CBE,👍👍👍,5,2025-03-24,Google Play,2025-03-24
BOA,best financial app.,5,2025-06-12,Google Play,2025-06-12
BOA,ቆንጆ ነው በርቱ,5,2025-06-11,Google Play,2025-06-11
BOA,the worst app humans ever created,1,2025-06-09,Google Play,2025-06-09
BOA,it's not working,3,2025-06-05,Google Play,2025-06-05
BOA,"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,Google Play,2025-06-03
BOA,exceptional,5,2025-06-03,Google Play,2025-06-03
BOA,BoA Mobile good bank,5,2025-06-02,Google Play,2025-06-02
BOA,this is worest app 24/7 loading,1,2025-06-01,Google Play,2025-06-01
BOA,This App is not interest for Android phone Please update it .,1,2025-06-01,Google Play,2025-06-01
BOA,BoA system is confartable,5,2025-06-01,Google Play,2025-06-01
BOA,"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,Google Play,2025-05-27
BOA,Good service.,3,2025-05-25,Google Play,2025-05-25
BOA,the app crush frequently,1,2025-05-24,Google Play,2025-05-24
BOA,good,5,2025-05-22,Google Play,2025-05-22
BOA,You guys keeps getting worst,1,2025-05-22,Google Play,2025-05-22
BOA,"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,Google Play,2025-05-21
BOA,BoA,2,2025-05-20,Google Play,2025-05-20
BOA,but not opening on android,4,2025-05-19,Google Play,2025-05-19
BOA,Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,Google Play,2025-05-18
BOA,amazing,5,2025-05-18,Google Play,2025-05-18
BOA,excellent app,4,2025-05-16,Google Play,2025-05-16
BOA,excellent,5,2025-05-15,Google Play,2025-05-15
BOA,ሞላዬ ከበደ,5,2025-05-14,Google Play,2025-05-14
BOA,"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,Google Play,2025-05-11
BOA,nice,5,2025-05-10,Google Play,2025-05-10
BOA,"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,Google Play,2025-05-10
BOA,Best app,5,2025-05-09,Google Play,2025-05-09
BOA,liking this application good 👍,5,2025-05-07,Google Play,2025-05-07
BOA,"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,Google Play,2025-05-06
BOA,wow,5,2025-04-28,Google Play,2025-04-28
BOA,it's really good 👍,5,2025-04-23,Google Play,2025-04-23
BOA,Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,Google Play,2025-04-23
BOA,"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,Google Play,2025-04-20
BOA,Best,2,2025-04-19,Google Play,2025-04-19
BOA,It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,Google Play,2025-04-19
BOA,yideg,1,2025-04-18,Google Play,2025-04-18
BOA,አይከፍትም እኮ,1,2025-04-17,Google Play,2025-04-17
BOA,great boa,5,2025-04-10,Google Play,2025-04-10
BOA,boa of mobile backing,5,2025-04-09,Google Play,2025-04-09
BOA,faster bank of Abissinya,5,2025-04-08,Google Play,2025-04-08
BOA,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,Google Play,2025-04-08
BOA,it just doesn't work...so frustrating,1,2025-04-07,Google Play,2025-04-07
BOA,like,5,2025-04-06,Google Play,2025-04-06
BOA,it's not work correctly... you must have update it,1,2025-04-06,Google Play,2025-04-06
BOA,"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,Google Play,2025-04-04
BOA,after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,Google Play,2025-04-04
BOA,good but they don't update enough don't add new things,3,2025-04-04,Google Play,2025-04-04
BOA,very good,5,2025-04-03,Google Play,2025-04-03
BOA,thank you,5,2025-04-02,Google Play,2025-04-02
BOA,it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,Google Play,2025-04-01
BOA,"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,Google Play,2025-03-31
BOA,good application,5,2025-03-30,Google Play,2025-03-30
BOA,this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,Google Play,2025-03-30
BOA,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,Google Play,2025-03-29
BOA,always problematic hardly works,1,2025-03-26,Google Play,2025-03-26
BOA,considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,Google Play,2025-03-25
BOA,best app,5,2025-03-25,Google Play,2025-03-25
BOA,"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,Google Play,2025-03-24
BOA,great BoA,5,2025-03-22,Google Play,2025-03-22
BOA,best,5,2025-03-21,Google Play,2025-03-21
BOA,i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,Google Play,2025-03-21
BOA,there is no speed,1,2025-03-19,Google Play,2025-03-19
BOA,"For anyone who wants to download it, just don't!!!",1,2025-03-19,Google Play,2025-03-19
BOA,wonderful,5,2025-03-19,Google Play,2025-03-19
BOA,all worck,5,2025-03-19,Google Play,2025-03-19
BOA,Loved it,5,2025-03-14,Google Play,2025-03-14
BOA,Wow,1,2025-03-14,Google Play,2025-03-14
BOA,"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,Google Play,2025-03-12
BOA,Improved to be the best,5,2025-03-11,Google Play,2025-03-11
BOA,"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,Google Play,2025-03-11
BOA,BoA Greqt Ethiopian bank.,5,2025-03-11,Google Play,2025-03-11
BOA,"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,Google Play,2025-03-10
BOA,Almost better compared to cbe where it is not qualified for,4,2025-03-09,Google Play,2025-03-09
BOA,what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,Google Play,2025-03-09
BOA,Wonderfull app,5,2025-03-08,Google Play,2025-03-08
BOA,i can't use this app why?,5,2025-03-07,Google Play,2025-03-07
BOA,Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,Google Play,2025-03-06
BOA,bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,Google Play,2025-03-05
BOA,AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,Google Play,2025-03-04
BOA,Good app,5,2025-03-03,Google Play,2025-03-03
BOA,"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,Google Play,2025-03-03
BOA,It has good features but sometimes it doesn't work...0,1,2025-03-02,Google Play,2025-03-02
BOA,Very poor proformance,1,2025-03-01,Google Play,2025-03-01
BOA,It's not opening. Really frustrating,1,2025-03-01,Google Play,2025-03-01
BOA,Verry Amazing App from all IB,5,2025-03-01,Google Play,2025-03-01
BOA,Not working on this days,1,2025-02-26,Google Play,2025-02-26
BOA,Thank you BoA,5,2025-02-23,Google Play,2025-02-23
BOA,best banking app in the wworld,5,2025-02-22,Google Play,2025-02-22
BOA,Nice app and it's easy to use,5,2025-02-21,Google Play,2025-02-21
BOA,"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,Google Play,2025-02-15
BOA,This is help full i like ittttt,5,2025-02-14,Google Play,2025-02-14
BOA,The is not functional at all?,2,2025-02-12,Google Play,2025-02-12
BOA,Best bank,5,2025-02-08,Google Play,2025-02-08
BOA,Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,Google Play,2025-02-07
BOA,🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,Google Play,2025-02-04
BOA,I have been using this app for two years.It is amazing.,5,2025-02-01,Google Play,2025-02-01
BOA,Good 👍,5,2025-01-31,Google Play,2025-01-31
BOA,Sad experience,1,2025-01-30,Google Play,2025-01-30
BOA,Always do update and that is annoying,3,2025-01-27,Google Play,2025-01-27
BOA,"Best app, somehow waiting a few minutes",5,2025-01-23,Google Play,2025-01-23
BOA,I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,Google Play,2025-01-22
BOA,Whenever I try to sign in app close please fixed it out,2,2025-01-21,Google Play,2025-01-21
BOA,Beter,5,2025-01-21,Google Play,2025-01-21
BOA,Boa,4,2025-01-18,Google Play,2025-01-18
BOA,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,Google Play,2025-01-18
BOA,Aadan Axmed Barkhadle,5,2025-01-17,Google Play,2025-01-17
BOA,😡😡😡🤬🤬🤬,1,2025-01-16,Google Play,2025-01-16
BOA,Horrible customer service and app crashes Horrible!!,1,2025-01-15,Google Play,2025-01-15
BOA,I love it,5,2025-01-14,Google Play,2025-01-14
BOA,It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,Google Play,2025-01-13
BOA,Good🙏,5,2025-01-12,Google Play,2025-01-12
BOA,Like to much,5,2025-01-11,Google Play,2025-01-11
BOA,Thank you,5,2025-01-10,Google Play,2025-01-10
BOA,Perfect,5,2025-01-09,Google Play,2025-01-09
BOA,The best of best,5,2025-01-09,Google Play,2025-01-09
BOA,I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,Google Play,2025-01-07
BOA,Great 👍,5,2025-01-04,Google Play,2025-01-04
BOA,Fast and suitable for the customers.,5,2025-01-04,Google Play,2025-01-04
BOA,Good app and helpful,5,2025-01-03,Google Play,2025-01-03
BOA,"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,Google Play,2025-01-03
BOA,By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,Google Play,2025-01-02
BOA,It doesn't work at all.,2,2025-01-02,Google Play,2025-01-02
BOA,this app is not available,1,2025-01-02,Google Play,2025-01-02
BOA,Wow what amazing,5,2024-12-30,Google Play,2024-12-30
BOA,love it,5,2024-12-30,Google Play,2024-12-30
BOA,በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,Google Play,2024-12-30
BOA,Lemn embi yilal??,5,2024-12-30,Google Play,2024-12-30
BOA,Good,5,2024-12-30,Google Play,2024-12-30
BOA,It's useless app downgraded.,1,2024-12-29,Google Play,2024-12-29
BOA,Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,Google Play,2024-12-27
BOA,Nice,5,2024-12-26,Google Play,2024-12-26
BOA,When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,Google Play,2024-12-24
BOA,አይሰራም ሼም ነው፤,1,2024-12-23,Google Play,2024-12-23
BOA,Not that much bad,3,2024-12-22,Google Play,2024-12-22
BOA,Fine,5,2024-12-21,Google Play,2024-12-21
BOA,The dirtiest application ever seen...,1,2024-12-20,Google Play,2024-12-20
BOA,Nic ap,5,2024-12-19,Google Play,2024-12-19
BOA,The forest app ever,1,2024-12-19,Google Play,2024-12-19
BOA,"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,Google Play,2024-12-19
BOA,Bank of abissena,1,2024-12-17,Google Play,2024-12-17
BOA,"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,Google Play,2024-12-16
BOA,GOOD,5,2024-12-15,Google Play,2024-12-15
BOA,The worst banking app ever. Never works!,1,2024-12-14,Google Play,2024-12-14
BOA,Poorly functioning app,3,2024-12-13,Google Play,2024-12-13
BOA,Very nice,5,2024-12-13,Google Play,2024-12-13
BOA,Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,Google Play,2024-12-11
BOA,It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,Google Play,2024-12-10
BOA,"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,Google Play,2024-12-08
BOA,"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,Google Play,2024-12-07
BOA,Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Google Play,2024-12-06
BOA,It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Google Play,2024-12-02
BOA,It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01,Google Play,2024-12-01
BOA,My attention is very important because it will be the most difficult time for me,5,2024-11-30,Google Play,2024-11-30
BOA,"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,Google Play,2024-11-29
BOA,I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Google Play,2024-11-28
BOA,This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,Google Play,2024-11-28
BOA,exellent digital transaction of money,5,2024-11-27,Google Play,2024-11-27
BOA,The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,Google Play,2024-11-26
BOA,Great,5,2024-11-25,Google Play,2024-11-25
BOA,👏👏👏,5,2024-11-24,Google Play,2024-11-24
BOA,Money,5,2024-11-24,Google Play,2024-11-24
BOA,It needs more improvment,2,2024-11-24,Google Play,2024-11-24
BOA,Hey Google,5,2024-11-21,Google Play,2024-11-21
BOA,ab,3,2024-11-20,Google Play,2024-11-20
BOA,Ademtahir,5,2024-11-20,Google Play,2024-11-20
BOA,✌️✌️,5,2024-11-20,Google Play,2024-11-20
BOA,Please this app on my android phone,3,2024-11-20,Google Play,2024-11-20
BOA,GOAT 🐐 🐐,5,2024-11-19,Google Play,2024-11-19
BOA,"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,Google Play,2024-11-19
BOA,Fast and reliable,5,2024-11-18,Google Play,2024-11-18
BOA,"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Google Play,2024-11-17
BOA,Very good,5,2024-11-14,Google Play,2024-11-14
BOA,One of the poorest mobile banking system,1,2024-11-13,Google Play,2024-11-13
BOA,❤❤❤❤❤❤,5,2024-11-12,Google Play,2024-11-12
BOA,Oene,5,2024-11-12,Google Play,2024-11-12
BOA,i find it interesting specially in reciept downloading,1,2024-11-12,Google Play,2024-11-12
BOA,it good,5,2024-11-12,Google Play,2024-11-12
BOA,"This app crashes everytime, please fix it",1,2024-11-12,Google Play,2024-11-12
BOA,አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Google Play,2024-11-12
BOA,I need a support the app is not working,5,2024-11-12,Google Play,2024-11-12
BOA,Bast bank of ethiopia,5,2024-11-12,Google Play,2024-11-12
BOA,very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,Google Play,2024-11-12
BOA,"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Google Play,2024-11-12
BOA,The worst App i have never seen like this before,1,2024-11-12,Google Play,2024-11-12
BOA,Wweeeer,4,2024-11-12,Google Play,2024-11-12
BOA,Infinx,5,2024-11-12,Google Play,2024-11-12
BOA,Great service,5,2024-11-12,Google Play,2024-11-12
BOA,👍,5,2024-11-11,Google Play,2024-11-11
BOA,This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Google Play,2024-11-08
BOA,senayt Mesfin,4,2024-11-08,Google Play,2024-11-08
BOA,Bad app vety bad.,1,2024-11-07,Google Play,2024-11-07
BOA,Abessnya Banke,5,2024-11-05,Google Play,2024-11-05
BOA,"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Google Play,2024-11-04
BOA,Okay,5,2024-11-03,Google Play,2024-11-03
BOA,Professional on banking app,5,2024-11-01,Google Play,2024-11-01
BOA,Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Google Play,2024-10-27
BOA,አይሰራም አስተካክሉት,5,2024-10-26,Google Play,2024-10-26
BOA,Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Google Play,2024-10-25
BOA,Fast transfer,5,2024-10-24,Google Play,2024-10-24
BOA,"What's up I can't log in, what's wrong",5,2024-10-22,Google Play,2024-10-22
BOA,Amrumehamed,1,2024-10-21,Google Play,2024-10-21
BOA,"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,Google Play,2024-10-18
BOA,ደደገነሐ,5,2024-10-15,Google Play,2024-10-15
BOA,"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,Google Play,2024-10-14
BOA,A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,Google Play,2024-10-13
BOA,Good App,4,2024-10-12,Google Play,2024-10-12
BOA,Best app to me,5,2024-10-11,Google Play,2024-10-11
BOA,BOA,5,2024-10-11,Google Play,2024-10-11
BOA,Abdulkadir,5,2024-10-11,Google Play,2024-10-11
BOA,Bad,1,2024-10-10,Google Play,2024-10-10
BOA,If it is possible I would gove0 star,1,2024-10-08,Google Play,2024-10-08
BOA,Nise mobile bankig,4,2024-10-05,Google Play,2024-10-05
BOA,Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,Google Play,2024-10-04
BOA,Ok,5,2024-10-04,Google Play,2024-10-04
BOA,Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,Google Play,2024-10-04
BOA,Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,Google Play,2024-10-04
BOA,"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,Google Play,2024-10-04
BOA,I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,Google Play,2024-10-04
BOA,Worest app,1,2024-10-03,Google Play,2024-10-03
BOA,The worest app ever,1,2024-10-03,Google Play,2024-10-03
BOA,አሪፍ ነው በርቱልን,5,2024-10-03,Google Play,2024-10-03
BOA,Wwwerrr,5,2024-10-02,Google Play,2024-10-02
BOA,ጀማል ውቀቱ,5,2024-09-30,Google Play,2024-09-30
BOA,Great For Financial company,5,2024-09-30,Google Play,2024-09-30
BOA,Very easy to use,5,2024-09-30,Google Play,2024-09-30
BOA,The App's crash always.. Error.....,3,2024-09-27,Google Play,2024-09-27
